iter	Passed	Remaining
400	35242	8700
401	35313	8608
402	35394	8519
403	35466	8427
404	35540	8336
405	35612	8245
406	35755	8170
407	35841	8081
408	35926	7993
409	36002	7902
410	36070	7810
411	36144	7720
412	36223	7630
413	36305	7541
414	36383	7452
415	36470	7364
416	36559	7276
417	36640	7187
418	36727	7100
419	36885	7025
420	37047	6951
421	37124	6861
422	37194	6770
423	37268	6680
424	37340	6589
425	37420	6500
426	37496	6410
427	37567	6319
428	37638	6229
429	37726	6141
430	37791	6050
431	37864	5960
432	38012	5881
433	38114	5796
434	38227	5712
435	38320	5625
436	38413	5537
437	38514	5451
438	38623	5366
439	38695	5276
440	38769	5186
441	38864	5099
442	38942	5010
443	39017	4921
444	39198	4844
445	39289	4757
446	39370	4668
447	39437	4577
448	39513	4488
449	39595	4399
450	39667	4309
451	39743	4220
452	39814	4130
453	39894	4042
454	39962	3952
455	40062	3865
456	40231	3785
457	40331	3698
458	40411	3609
459	40489	3520
460	40569	3432
461	40653	3343
462	40732	3255
463	40809	3166
464	40893	3077
465	40973	2989
466	41047	2900
467	41126	2812
468	41207	2723
469	41775	2666
470	41912	2580
471	42014	2492
472	42091	2402
473	42166	2312
474	42257	2224
475	42347	2135
476	42471	2047
477	42617	1961
478	42756	1874
479	42907	1787
480	42988	1698
481	43061	1608
482	43142	1518
483	43221	1428
484	43298	1339
485	43366	1249
486	43439	1159
487	43524	1070
488	43608	980
489	43686	891
490	43785	802
491	43868	713
492	44013	624
493	44151	536
494	44277	447
495	44356	357
496	44452	268
497	44527	178
498	44603	89
499	44671	0
