iter	Passed	Remaining
0	55	27474
1	120	29992
2	151	25135
3	240	29806
4	311	30805
5	380	31308
6	844	59492
7	918	56463
8	991	54106
9	1059	51919
10	1123	49938
11	1189	48369
12	1254	47013
13	1320	45825
14	1381	44670
15	1447	43773
16	1517	43118
17	1593	42657
18	1659	42007
19	1728	41479
20	1792	40890
21	1890	41070
22	1942	40286
23	2013	39939
24	2086	39642
25	2153	39263
26	2220	38898
27	2284	38516
28	2349	38157
29	2414	37822
30	2477	37484
31	2529	36989
32	2594	36713
33	2660	36462
34	2724	36198
35	2795	36029
36	2868	35900
37	2955	35937
38	3020	35705
39	3088	35521
40	3161	35391
41	3206	34965
42	3274	34800
43	3337	34591
44	3404	34421
45	3478	34334
46	3542	34146
47	3606	33958
48	3668	33761
49	3734	33609
50	3804	33490
51	3878	33417
52	3969	33477
53	4049	33448
54	4110	33257
55	4153	32935
56	4219	32794
57	4285	32658
58	4350	32521
59	4417	32391
60	4478	32227
61	4543	32100
62	4610	31980
63	4675	31855
64	4743	31741
65	4811	31640
66	4879	31537
67	4946	31422
68	5039	31477
69	5114	31415
70	5175	31271
71	5240	31150
72	5302	31015
73	5368	30906
74	5457	30924
75	5515	30771
76	5584	30678
77	5675	30705
78	5764	30719
79	5846	30692
80	5917	30611
81	5986	30514
82	6072	30508
83	6147	30444
84	6214	30339
85	6282	30241
86	6351	30151
87	6425	30083
88	6499	30012
89	6570	29933
90	6647	29877
91	6714	29775
92	6788	29707
93	6874	29691
94	6957	29660
95	7031	29589
96	7131	29628
97	7210	29576
98	7283	29500
99	7352	29411
100	7429	29349
101	7500	29267
102	7582	29225
103	7650	29132
104	7718	29035
105	7788	28951
106	7865	28890
107	7955	28876
108	8032	28815
109	8144	28876
110	8234	28858
111	8295	28738
112	8360	28634
113	8436	28564
114	8506	28476
115	8576	28392
116	8646	28303
117	8709	28196
118	8775	28097
119	8853	28036
120	8932	27977
121	9011	27919
122	9110	27923
123	9203	27908
124	9279	27837
125	9359	27780
126	9447	27746
127	9514	27652
128	9579	27551
129	9644	27450
130	9706	27341
131	9771	27243
132	9846	27169
133	9908	27064
134	9980	26983
135	10046	26888
136	10115	26801
137	10181	26709
138	10266	26663
139	10330	26564
140	10397	26473
141	10465	26384
142	10532	26294
143	10599	26204
144	10666	26114
145	10729	26015
146	10800	25936
147	10870	25854
148	10936	25762
149	10999	25665
150	11064	25573
151	11130	25483
152	11196	25394
153	11285	25355
154	11351	25266
155	11419	25180
156	11486	25095
157	11549	24999
158	11612	24904
159	11678	24816
160	11743	24726
161	11823	24668
162	11895	24593
163	11985	24554
164	12062	24491
165	12132	24412
166	12197	24322
167	12282	24272
168	12380	24248
169	12467	24200
170	12557	24160
171	12623	24072
172	12687	23980
173	12749	23887
174	12820	23808
175	12887	23724
176	12952	23636
177	13014	23543
178	13075	23448
179	13140	23360
180	13209	23281
181	13275	23195
182	13359	23141
183	13426	23059
184	13494	22977
