iter	RMSE
0	77574.94543
1	74492.46928
2	71353.23297
3	68549.04189
4	65647.16714
5	63067.49585
6	60907.98674
7	58480.11414
8	56424.94764
9	54721.2358
10	52652.85576
11	50879.0042
12	49219.70239
13	47543.41444
14	45891.94065
15	44503.72404
16	43150.39066
17	41764.01639
18	40763.9908
19	39626.95073
20	38722.0013
21	37944.01311
22	36913.09962
23	35965.17877
24	35040.01615
25	34281.18028
26	33538.48809
27	32851.12108
28	32158.28479
29	31413.7968
30	30690.47995
31	29990.15782
32	29420.52077
33	28830.16933
34	28354.21429
35	28030.34614
36	27501.38433
37	26948.71988
38	26512.49873
39	26095.27635
40	25728.78309
41	25423.18346
42	25021.76261
43	24723.92178
44	24396.39823
45	24077.30862
46	23793.94233
47	23502.76769
48	23198.49737
49	22918.85387
50	22631.85654
51	22384.98736
52	22195.14759
53	21951.01764
54	21778.12411
55	21571.71883
56	21352.34738
57	21124.27824
58	20861.90005
59	20655.06701
60	20427.50561
61	20250.71548
62	20103.32998
63	19935.47291
64	19769.95432
65	19609.99725
66	19475.45842
67	19356.93475
68	19239.68772
69	19123.55456
70	18987.46373
71	18862.47305
72	18700.02097
73	18589.68497
74	18471.74296
75	18337.5674
76	18281.05157
77	18151.08366
78	18040.97635
79	17951.08235
80	17888.0434
81	17805.429
82	17690.89444
83	17554.32921
84	17434.79885
85	17309.87351
86	17234.49207
87	17122.84212
88	17037.65239
89	16916.2049
90	16845.21229
91	16768.36475
92	16707.87134
93	16606.08065
94	16510.52537
95	16413.92392
96	16365.50998
97	16255.02196
98	16198.56084
99	16081.88907
100	16065.71568
101	15997.32229
102	15920.32676
103	15808.3629
104	15737.91212
105	15638.05684
106	15547.37955
107	15470.15269
108	15387.17303
109	15333.95223
110	15264.68974
111	15183.13368
112	15098.64072
113	15016.66165
114	14942.78923
115	14873.53994
116	14777.35261
117	14737.31122
118	14647.6615
119	14586.10082
120	14512.13635
121	14423.46173
122	14377.81922
123	14346.10582
124	14288.19677
125	14218.78508
126	14197.87053
127	14130.95271
128	14063.42604
129	14027.63537
130	13935.12606
131	13903.15943
132	13864.74212
133	13814.50695
134	13786.60033
135	13747.32483
136	13722.34485
137	13664.57774
138	13626.10882
139	13611.27447
140	13546.26053
141	13485.8762
142	13431.36945
143	13405.66815
144	13384.22254
145	13320.05499
146	13299.152
147	13223.28708
148	13211.8261
149	13173.08038
150	13144.09055
151	13100.34858
152	13072.82218
153	13023.38915
154	12984.91114
155	12926.35255
156	12913.53987
157	12893.58631
158	12866.86883
159	12823.51282
160	12735.17893
161	12708.73773
162	12658.84541
163	12618.77194
164	12605.99395
165	12540.81044
166	12517.69397
167	12454.42424
168	12439.08672
169	12401.27464
170	12390.80881
171	12382.46611
172	12366.79174
173	12350.40532
174	12323.41941
175	12257.24369
176	12184.58011
177	12122.43545
178	12068.05647
179	12010.00665
180	11970.52724
181	11930.45576
182	11877.47762
183	11817.58008
184	11746.37063
185	11696.69514
186	11688.30322
187	11648.88296
