iter	Passed	Remaining
405	32230	7462
406	32311	7383
407	32385	7302
408	32460	7222
409	32546	7144
410	32622	7064
411	32709	6986
412	32785	6906
413	32872	6828
414	32969	6752
415	33043	6672
416	33125	6593
417	33201	6513
418	33289	6435
419	33382	6358
420	33457	6278
421	33536	6198
422	33627	6121
423	33701	6040
424	33784	5961
425	33856	5881
426	33935	5801
427	34015	5722
428	34090	5642
429	34170	5562
430	34251	5483
431	34343	5405
432	34429	5327
433	34510	5248
434	34611	5171
435	34719	5096
436	34809	5018
437	34903	4940
438	34983	4860
439	35078	4783
440	35164	4704
441	35248	4625
442	35337	4546
443	35422	4467
444	35504	4388
445	35575	4307
446	35672	4229
447	35759	4150
448	35844	4071
449	35920	3991
450	36010	3912
451	36099	3833
452	36210	3756
453	36340	3682
454	36429	3602
455	36517	3523
456	36601	3443
457	36693	3364
458	36781	3285
459	36869	3206
460	36960	3126
461	37035	3046
462	37125	2966
463	37224	2888
464	37314	2808
465	37396	2728
466	37476	2648
467	37557	2568
468	37638	2487
469	37732	2408
470	37811	2328
471	37894	2247
472	37985	2168
473	38067	2088
474	38146	2007
475	38217	1926
476	38303	1846
477	38385	1766
478	38474	1686
479	38549	1606
480	38629	1525
481	38703	1445
482	38793	1365
483	38873	1285
484	38956	1204
485	39033	1124
486	39113	1044
487	39183	963
488	39259	883
489	39333	802
490	39404	722
491	39471	641
492	39546	561
493	39615	481
494	39692	400
495	39774	320
496	39889	240
497	39964	160
498	40045	80
499	40125	0
