iter	Passed	Remaining
0	62	31244
1	146	36532
2	229	38066
3	309	38392
4	405	40182
5	488	40211
6	576	40605
7	652	40137
8	734	40051
9	814	39893
10	895	39787
11	975	39671
12	1068	40039
13	1215	42183
14	1303	42147
15	1436	43467
16	1554	44165
17	1638	43874
18	1727	43738
19	1818	43653
20	1888	43081
21	1961	42621
22	2038	42270
23	2113	41927
24	2195	41710
25	2272	41428
26	2349	41167
27	2452	41339
28	2526	41041
29	2609	40882
30	2684	40614
31	2754	40284
32	2826	40004
33	2903	39793
34	2978	39575
35	3062	39471
36	3137	39262
37	3214	39081
38	3285	38834
39	3359	38628
40	3440	38515
41	3509	38267
42	3576	38005
43	3655	37888
44	3729	37705
45	3799	37500
46	3869	37299
47	3937	37075
48	4014	36945
49	4092	36830
50	4168	36695
51	4217	36333
52	4295	36229
53	4372	36111
54	4448	35989
55	4515	35801
56	4589	35666
57	4665	35553
58	4776	35702
59	4852	35586
60	4934	35511
61	5007	35376
62	5062	35117
63	5102	34759
64	5128	34320
65	5210	34262
66	5284	34153
67	5372	34130
68	5460	34111
69	5541	34038
70	5612	33913
71	5700	33885
72	5800	33931
73	5888	33900
74	5989	33943
75	6069	33864
76	6147	33772
77	6216	33631
78	6289	33516
79	6364	33411
80	6442	33325
81	6517	33224
82	6595	33135
83	6669	33028
84	6751	32962
85	6821	32839
86	6896	32736
87	6970	32632
88	7061	32611
89	7137	32515
90	7212	32417
91	7284	32305
92	7367	32244
93	7434	32110
94	7512	32026
95	7582	31908
96	7656	31807
97	7740	31752
98	7819	31674
99	7888	31554
100	7964	31464
101	8036	31357
102	8123	31312
103	8212	31270
104	8291	31191
105	8363	31087
106	8436	30987
107	8509	30884
108	8582	30786
109	8647	30658
110	8727	30585
111	8815	30540
112	8891	30450
113	8978	30400
114	9056	30319
115	9134	30237
116	9212	30157
117	9288	30070
118	9384	30046
119	9460	29959
120	9540	29884
121	9616	29794
122	9694	29714
123	9769	29624
124	9890	29671
125	9977	29614
126	10048	29512
127	10131	29443
128	10211	29368
129	10288	29282
130	10375	29224
131	10450	29133
132	10537	29077
133	10614	28992
134	10693	28913
135	10775	28840
136	10863	28783
137	10939	28696
138	11018	28616
139	11087	28510
140	11175	28452
141	11252	28370
142	11331	28288
143	11403	28192
144	11474	28092
145	11554	28014
146	11634	27938
147	11725	27886
148	11800	27797
149	11877	27714
150	11945	27609
151	12020	27520
152	12095	27432
153	12173	27351
154	12252	27272
155	12328	27186
156	12408	27108
157	12486	27026
158	12568	26954
159	12647	26875
160	12717	26778
161	12805	26717
162	12882	26633
163	12958	26549
164	13025	26445
165	13104	26367
166	13179	26280
167	13256	26197
168	13340	26128
169	13453	26114
170	13557	26083
171	13643	26018
172	13728	25949
173	13807	25868
174	13895	25806
175	13983	25742
176	14058	25654
177	14133	25567
178	14206	25476
179	14279	25385
180	14351	25293
181	14419	25193
182	14490	25100
183	14571	25025
184	14644	24935
185	14711	24835
186	14779	24737
187	14845	24637
188	14921	24553
189	14999	24473
190	15067	24376
191	15134	24278
192	15208	24191
193	15293	24123
194	15380	24057
195	15462	23982
196	15541	23904
197	15617	23821
198	15696	23741
199	15772	23658
200	15848	23575
201	15924	23493
202	16015	23431
203	16094	23352
204	16175	23277
205	16251	23193
206	16338	23126
207	16423	23056
208	16503	22978
209	16568	22880
210	16644	22797
211	16718	22711
212	16793	22627
213	16860	22533
214	16930	22443
215	17005	22359
216	17110	22314
217	17185	22230
218	17265	22153
219	17342	22072
220	17414	21984
221	17485	21896
222	17555	21806
223	17624	21716
224	17710	21646
225	17787	21565
226	17861	21481
227	17934	21396
228	18013	21317
229	18104	21253
230	18194	21187
231	18275	21111
232	18356	21034
233	18434	20955
234	18525	20890
235	18599	20806
236	18670	20719
237	18745	20635
238	18815	20547
239	18886	20460
240	18961	20378
241	19044	20303
242	19129	20232
243	19202	20146
244	19270	20057
245	19347	19976
246	19417	19889
247	19486	19800
248	19551	19708
249	19623	19623
250	19698	19541
251	19776	19462
252	19842	19372
253	19910	19283
254	19982	19198
255	20050	19110
256	20134	19037
257	20211	18958
258	20280	18870
259	20366	18800
260	20440	18717
261	20511	18632
262	20583	18549
263	20655	18464
264	20731	18384
265	20809	18305
266	20884	18224
267	20958	18143
268	21030	18059
269	21099	17974
270	21183	17900
271	21261	17821
272	21332	17737
273	21406	17656
274	21478	17573
275	21547	17487
276	21613	17399
277	21690	17320
278	21761	17237
279	21829	17152
280	21897	17065
281	21973	16986
282	22044	16903
283	22114	16819
284	22189	16739
285	22260	16656
286	22334	16576
287	22446	16523
288	22575	16482
289	22654	16404
290	22782	16362
291	22862	16285
292	22951	16214
293	23024	16133
294	23101	16053
295	23172	15969
296	23262	15899
297	23358	15833
298	23438	15756
299	23511	15674
300	23603	15604
301	23676	15522
302	23753	15443
303	23826	15361
304	23896	15278
305	23973	15198
306	24044	15116
307	24123	15037
308	24195	14955
309	24282	14882
310	24354	14800
311	24447	14731
312	24516	14647
313	24589	14565
314	24654	14479
315	24722	14395
316	24794	14313
317	24874	14236
318	24953	14158
319	25053	14092
320	25127	14011
321	25210	13936
322	25310	13869
323	25394	13794
324	25480	13720
325	25557	13641
326	25638	13564
327	25735	13495
328	25811	13415
329	25885	13334
330	25955	13252
331	26027	13170
332	26106	13092
333	26184	13014
334	26279	12943
335	26380	12876
336	26469	12802
337	26547	12723
338	26626	12645
339	26700	12564
340	26782	12488
341	26857	12407
342	26926	12324
343	27004	12246
344	27080	12166
345	27151	12084
346	27225	12004
347	27302	11925
348	27394	11852
349	27469	11772
350	27539	11690
351	27614	11610
352	27691	11531
353	27765	11451
354	27987	11431
355	28139	11382
356	28272	11324
357	28394	11262
358	28474	11183
359	28558	11106
360	28639	11027
361	28721	10949
362	28806	10871
363	28895	10796
364	28978	10717
365	29059	10639
366	29146	10562
367	29238	10487
368	29319	10408
369	29450	10347
370	29564	10279
371	29657	10204
372	29737	10125
373	29814	10044
374	29897	9965
375	29983	9888
376	30061	9807
377	30139	9727
378	30220	9648
379	30292	9565
380	30369	9485
381	30435	9401
382	30520	9323
383	30617	9249
384	30693	9168
385	30765	9086
386	30836	9004
387	30909	8922
388	30984	8841
389	31055	8759
390	31130	8678
391	31204	8597
392	31279	8516
393	31362	8437
394	31435	8356
395	31513	8276
396	31591	8196
397	31659	8113
398	31727	8031
399	31804	7951
400	31870	7868
401	31943	7787
402	32011	7705
403	32084	7623
404	32157	7543
